Re,eta_classical,eta_uft
25991399.18382933,0.0008944534001816998,0.003119337
26475592.70567064,0.0008821566153786509,0.003119337
26968806.263906926,0.0008700288845659615,0.003119337
27471207.892708145,0.0008580678836197165,0.003119337
27982968.756551158,0.0008462713203676389,0.003119337
28504263.20853432,0.0008346369341498225,0.003119337
29035268.849778138,0.000823162495385508,0.003119337
29576166.589932565,0.0008118458051458139,0.003119337
30127140.70881164,0.0008006846947323391,0.003119337
30688378.919176392,0.0007896770252615557,0.003119337
31260072.430687036,0.0007788206872549233,0.003119337
31842416.015046496,0.000768113600234637,0.003119337
32435608.07235805,0.0007575537123249239,0.003119337
33039850.698718548,0.0007471389998588312,0.003119337
33655349.75507094,0.0007368674669904181,0.003119337
34282314.93733967,0.0007267371453122756,0.003119337
34920959.847872645,0.0007167460934783044,0.003119337
35571502.06821382,0.000706892396831683,0.003119337
36234163.2332315,0.0006971741670379499,0.003119337
36909169.10662775,0.0006875895417231276,0.003119337
37596749.6578546,0.0006781366841168188,0.003119337
38297139.14046277,0.0006688137827002167,0.003119337
39010576.171909936,0.0006596190508589516,0.003119337
39737303.814856045,0.0006505507265407074,0.003119337
40477569.65997314,0.0006416070719175454,0.003119337
41231625.91029748,0.0006327863730528726,0.003119337
41999729.467153065,0.000624086939572992,0.003119337
42782142.01767613,0.0006155071043431595,0.003119337
43579130.12397021,0.0006070452231480988,0.003119337
44390965.31392167,0.0005986996743769103,0.003119337
45217924.17370702,0.0005904688587123116,0.003119337
46060288.442023985,0.0005823511988241473,0.003119337
46918345.106077895,0.0005743451390671121,0.003119337
47792386.49935595,0.000566449145182633,0.003119337
48682710.40122284,0.0005586617040048504,0.003119337
49589620.138372116,0.0005509813231706374,0.003119337
50513424.68816756,0.0005434065308336056,0.003119337
51454438.78390925,0.0005359358753820464,0.003119337
52412983.02206062,0.0005285679251607508,0.003119337
53389383.9714735,0.000521301268196648,0.003119337
54383974.284647904,0.0005141345119282181,0.003119337
55397092.811064005,0.0005070662829386271,0.003119337
56429084.71262542,0.0005000952266925306,0.003119337
57480301.58125351,0.0004932200072764932,0.003119337
58551101.55867232,0.0004864393071429757,0.003119337
59641849.4584246,0.0004797518268578463,0.003119337
60752916.89016078,0.0004731562848513619,0.003119337
61884682.38624383,0.0004666514171725703,0.003119337
63037531.53071269,0.0004602359772470882,0.003119337
64211857.090647586,0.00045390873563821364,0.003119337
65408059.149982594,0.0004476684798113211,0.003119337
66626545.2458115,0.00044151401390149324,0.003119337
67867730.50723287,0.00043544415848434793,0.003119337
69132037.79678127,0.0004294577503500174,0.003119337
70419897.85449296,0.0004235536422802359,0.003119337
71731749.44465613,0.0004177307028284886,0.003119337
73068039.50529492,0.00041198781610318264,0.003119337
74429223.30043758,0.00040632388155380266,0.003119337
75815764.57522118,0.00040073781376000575,0.003119337
77228135.71388642,0.00039522854222361265,0.003119337
78666817.90071574,0.00038979501116346,0.003119337
80132301.28396887,0.0003844361793130741,0.003119337
81625085.1428722,0.00037915101972112793,0.003119337
83145678.05772047,0.00037393851955463503,0.003119337
84694598.08314577,0.0003687976799048551,0.003119337
86272372.9246145,0.00036372751559586716,0.003119337
87879540.1182131,0.00035872705499577175,0.003119337
89516647.21378283,0.0003537953398304893,0.003119337
91184251.96146563,0.00034893142500012057,0.003119337
92882922.50172499,0.00034413437839783076,0.003119337
94613237.5589076,0.00033940328073122294,0.003119337
96375786.63841069,0.00033473722534616565,0.003119337
98171170.22752184,0.0003301353180530459,0.003119337
100000000.0,0.00032559667695540996,0.003119337
